product_name,product_review,similarity_score,sentiment_score
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,Bottle at El Catador Whale Killing tasting. Rating 12000 on RB. It pours jet black with a small tan head. Lovely notes of roasted coffee and maple. Roasted malty with notes of chocolate and light vanilla. The bourbon is perfectly integrated. Never had an Impy Stout this balanced. I’m impressed and I do understand the hype.,0.0,0.8126
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Bottle@Whale-kill, Grindsted. Aroma of roasted malt, choco, caramel, mild coffee, maple, vanilla, bourbon. So smooth and balanced. Heavy sweet and bitter with lingering roasted coffee bitterness. Full and creamy. Amazing.",0.0,0.3182
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Bottle, 2018 vintage. Thx a lot for sharing Andre. An oily dark brown one, headless. Alcohol, coffee, roasted malts, some soy and licorice, bourbon, oak, dark chocolate and some coconut. It's full bodied, warming and smooth on the palate. Some bitterness. The flavor has dark chocolate, coffee, roasted malts, oak and coconut, vanilla, booze and alcohol and some raisin. Everlasting finish. Sure delicious, not easy to drink, but very, very, very nice. 230311",0.086386842558136,0.8537
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"12 oz bottle. Pours nearly pitch black color and capped by a small tan layer of foam that settles in quickly to a thin film and leaves some nice legging on the glass. The aroma shows notes of rich, dark chocolate, maple syrup, and roasted coffee over a dark roasted malt base with further notes of bourbon and oak laden vanilla. The maple syrup is dominant but the underlying chocolate, coffee, and oaky vanilla shines as it warms up. The flavor follows suit with the dark chocolate, roasted coffee, and maple syrup right up front along with the bourbon oak, vanilla, and a moderate bitterness for balance on the back end. The maple syrup is sweet but tastes like quality grade A stuff compared to fake adjuncts found in other similar beers. Full bodied and slick with moderate carbonation that leads to a bitter sweet dark chocolate, roasted coffee, and bourbon oak on the finish with lingering maple syrup sweetness after each sip. This is really tasty and definitely one of the better maple stouts I’ve had for sure, but not sure it quite lives up to the hype or the price to get it. Still a great beer.",0.09186304243492506,0.9839
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Wow, the whole picture was right, balance, depth, power, intense but nothing that stood out in a negative way! a great one",0.0,0.5334
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Bottle from TG, 2020. Black with brown/ruby red tones at the edge, brown small foam crown with fine bubbles at the edges. Aromas of coffee, maple syrup, chocolate, vanilla, chocolate and vanilla wafers, light whiskey tone. Also a pleasant slightly berry note that tightens pickled cherries that I completely miss in the MD. Much the same in taste as in smell. Nice and soft coffee tone, mocha, maple syrup, chocolate, hazelnut, nut cream. Very nicely integrated cask character, but not really a lot of flavor from the whiskey. Very kind fieryness at its height. Well balanced, elegant despite the powerhouse. Definitely making beer that is bigger and beefier, but here it is balanced with elegance. There is very little to complain about. If I could wish for something, it would be something more cask character, a little more flavor and fire from the whiskey. Extremely fun choice to check off the list.",0.0,0.9679
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"2020 bottle shared by a friend. Darkest brown pour with a medium light brown head. Aroma of malt, maple, chocolate, bourbon, vanilla and some coffee. Malt and vanilla flavor giving way to coconut(!), maple and chocolate before a sweet bourbon and maple finish. Just a tad less sweetness and it would have been perfect, but definitely deserving of the hype.",0.0,0.8897
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"( bottle 2018 vinatge)
Aroma: huge dark chocolate, cacao, vanilla, whiskey.
Taste: sweet, flavour of chocolate ice-cream, vanilla, whiskey, cacao, coffee, soy souce and wood, 
Palate: full body,  creamy, low carbonation.

Overall: I remember checking RB couple years ago and reading about top beers in each style. I was sure i wont have a chance to meet and taste the real legend of KBBS. 
I've just done it and tbh even if I'm not ""enlightened"" in any way thanks to that, I truly enjoyed drinking it  !",0.0,0.9319
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,A fine beer with a good taste of malt and you can sense fine hops in the aftertaste. Good beer that can also be enjoyed alone,0.0,0.8658
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Vintage 2019, tasted March 2020.

Appearance: Pours opaque dark brown to black with lasting creamy brown head, no lacing.

Appearance: Dark brown-black, opaque. Long-lasting fine brown foam, no hanging cup.

4/5

Aroma: Heavily toasted malt, coffee grinds, chocolate puddin, hazelnut, peanut, cinnamon, vanilla, cassis and raisin, with hints of charred wood and smoke.

Aroma: Heavily toasted malt, coffee grinds, chocolate puddin, hazelnut, peanut, cinnamon, vanilla, cassis and raisin, with hints of charred wood and smoke.
10/10

Taste: Rich coffee chocolate flavors with luscious maple syrup and dried fruits, followed by savory sesame paste and bourbon oaky flavors. Heavy sweetness balanced by bitterness and sourness. Minutes of bourbon oaky finish with hints of coffee and cocoa.

Taste: Rich coffee and chocolate with sweet maple syrup and preserved fruits, followed by savory sesame paste and bourbon barrel flavors. Heavy sweetness balanced by bitterness and acidity. The finish lasts for several minutes, showing bourbon barrel flavors, accompanied by coffee and cocoa flavors.

10/10

Mouthfeel: Full bodied, soft carbonated. Rather thick, oily sticky texture, velvety smooth.

Taste: Full-bodied, soft carbonated. Rather thick, oily sticky texture, velvety smooth. 5/5

Overall
Utmost richness and complexity among the style, with endless aftertaste and perfect alcohol hiding. A notch above all others!
It has the most richness and complexity among similar wines, with endless aftertaste and perfect alcohol hiding. It is not at the same level as other wines!
19/20",0.14377703093791788,0.9665
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,Got this bottle from a great guy and there is no way to be disappointed with this beer. Soon as the bottle is popped the aroma of maple pours out. Pours black with tan head. Taste of maple and coffee with the bourbon seeping through. Absolutely delicious!,0.0,0.623
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"2018 bottle into a taster showing pitch black with no head.

The nose shows intense notes of sweet biscuit, chocolate, cacao, and light bourbon.

The palate is full bodied and lightly carbonated with an oily mouthfeel.  Intense dark chocolate forward with a balanced bourbon background. Short finish of maple syrup.",0.11180339887498948,0.34
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Dark amber color, big brown sugar, cranberries, oak, cherries, burnt raisins and brown sugar. Very sweet mouth, but fairly thin. Ok complexity just not mind blowing",0.0,0.6055
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Many, many thanks to @IPhonePhan for this share.  Not every day you taste a top 50, let alone a #1.  Bottle #866.  12oz bottle is very heavily waxed... but then it pops and wow... the maple nose just plumes out of the bottle.  Nose has coffee, malt, blueberry, milk chocolate.  Oh yeah... looks like syrup, dark chocolate brown with basically no head but tons of thick, syrupy legs.  Flavor has the booze, cognac and dark whiskey, chocolate, coffee and coffee liqueur, the maple is more complimentary than anything.  Finishes a bit hot, but really smooth given everything happening.",0.0,0.8095
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"2016 vintage pours thick with a tan head. Aroma of fresh roasted coffee. Viscous mouthfeel with notes of dark chocolate, maple, coffee and light whiskey to finish. Spectacular!",0.0,0.3802
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"12oz bottle at the DC Spring RB Tasting. Poured a pitch black, motor oil color with a small, wispy brown head. Lots of nice legs on this one. Aroma was a blast, a huge blast of maple. Roasted malts, roasted coffee, vanilla bean. Flavor was similar, nice maple syrup, vanilla and coffee notes. Very warming. Very smooth, not a whole lot of sweetness in this one, which was very nice. So smooth.",0.0,0.9299
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Amazing catch which all started on a ski hill in Wyoming, thanks to Iphonephan and Clark. Maple and roast. Chocolate and some well integrated oak. Oily pour. Coffee. Bittersweet end. Bottle.",0.0,0.8176
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"355ml bottle. Thanks Otso! Silver wax, 2018 vintage, bottle number 509. Pours pitch black with a tiny sticky brown head. Aroma has massive amounts of coffee, espresso, mocha, vanilla, roasty malts, bourbon, wood, some maple syrup, oak and molasses. Taste is dry, smooth and super well balanced with loads of coffee, mocha, cocoa, oak, wood, hints of maple, bourbon and molasses. Finish is smooth, oily and slightly roasty with loads of coffee, oak, molasses, bourbon, wood and mocha. Surprisingly dry and heavy with coffee notes. Super well balanced and awesome barrel aged stout. Complex and tasty. Worth the hype? Maybe, but not quite what I was expecting though.",0.0,0.907
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Bottle from a friend. Black color, beige head. Bitter taste with roasted malts, chocolate, coffee, bourbon, oak, maple syrup, licorice and toffee. Bitter finish with roasted malts, chocolate, bourbon, coffee, maple syrup, oak, toffee and licorice. Exquisite imperial stout.",0.0,-0.1779
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Tried it a few times, blind as well and it's lovely thick with strong notes of coffe, chocolate and dark roasted malts. Complex and balanced with the balanca of being just complex, balanced, easy drinking yet expressive is what makes it stand out among similar beers, that are all fantastic but difficult to separate why one is so much better than the other.",0.0,0.8185
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Black color with nice brown head. Malty aroma, roast, chocolate, cocoa, strong coffee, caramel, vanilla, dark nuts, wood, alcohol.",0.0,0.5859
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Poured from a bottle. Chocolate, vanilla and maple in aroma and taste. The whiskey is quite weak. The mouth is rich and the appearance is midnight black. Head is a small dark tan that disappears quickly without tightening. It is a good beer.",0.14433756729740646,0.228
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"‘12 and 16‘ side-by-side.  16 less viscous, expected from the higher alcohol and also more sour.  12 a little sweeter and stronger aroma.  Additional sweetness not a problem.  12 wins it for me.  Both wonderfully delicious though.",0.0,0.9081
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,Almost black beer that has sweetness very strongly intertwined with bitterness. The foam is equally dark and the aroma of coffee combined with caramel,0.0,0.4391
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,A very dark beer with beige foam that initially surprises us with its acidity which soon changes into the bitterness of coffee combined with sweet vanilla.,0.0,0.296
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Out of pure serendipity I was standing next to Clark L., the founder and owner of TG, in the tram line at Jackson Hole Mountain resort.  I invited him over and he brought this amazing beer (among others). Vintage 2018, bottle no. 2011. He opened it and we shared it.  What a treat.  This beer pours black with a tan head.  The aromas of maple, chocolate and coffee are intoxicating.  The flavors are moderately sweet and multilayered.  This is about as perfect as a beer can be.",0.0,0.9337
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"⭐️⭐️⭐️Whalez Share @ Browariat. 12.01.2019⭐️⭐️⭐️.

💣💣💣Kbbs Batch 3 (2016).💣💣💣
A beer that dazzles with its extraordinary, rich, multi-layered aroma. The bottle was opened a few minutes before pouring into the glass to let it breathe a bit.
The taste experience is an amazing full, mouth-watering taste. Infinite layers of maple syrup, coffee, dark fruits (plums), whiskey, vanilla, coconut and chocolate. Aftertaste long, intense, incredibly smooth.
The beer has so many layers of flavor and aroma that it is hard to describe.",0.09128709291752767,0.8591
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"The ultimate level barrel. Everything is beautiful in this beer. A wonderful vanilla-chocolate aroma with overwhelming power. Maple sweetness in the taste, not excessive, countered by coffee. Oily texture. The way it opens up as it warms. But above all, perfect, unmatched balance. The best.",0.0,0.9575
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"b3
Absolutely perfect. Black, dark head, very, very dense. Massive aroma; plums, barrel, coffee, vanilla, malt. Full body, high to medium sweetness. Very complex, but also balanced flavour. Quite a lot of plums, red fruits (oxidation it)",0.0,0.5569
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"2018 release split with drowland over the holidays. As soon as the cap was cracked you could smell it. Pours jet black with a small dark brown head, as drowland said it was smaller than expected but we also didn't pour it super hard. Aroma has a ton of maple of coffee right away with vanilla and oak as well. The flavor has a strong coffee front end with the maple and sweetness of the vanilla in the finish. Had this side by side with MD and we actually preferred that over KBBS, but this is still stupid good. Honestly, if Bourbon County releases a Maple variant it would be somewhat close to this. Is it worth the $1000 on the secondary market, heck no.",0.0,0.8801
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"New Years Share at kermis’ place. Massive thanks to RandomStrangerNL for sharing this long time want. So viscous, thick, intense. Crazy. Big maple on the noise, roasted malts, coffee, dark chocolate, cinnamon, salmiak. Flavorbomb. Wow.",0.0,0.8797
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"12/23/18. 12oz bottle - 2018, #463 - from the brewery, split with cbfobes, Mrs. Owl, and Mrs. cbfobes. Using this as my honorary 10,000th rating even though I've since passed 10k with my backlog. Oh well. Yeah, we bought a $100 beer and each of our pours were $25 each, but hey, it's family and the top beer of the moment, so why the hell not? We had side by side with 2018 Mornin' Delight and I think actually liked that a bit more. Jet black pour with a small tan head that fades to a ring. I honestly think there'd be a better head, but I had to carefully split the bottle into four pours. As soon as I cut through the inch of wax and cracked the cap, I was hit with a punch of maple and coffee. After the pour, the aroma shows fudgey bourbon, vanilla, oak, maple, coffee, rich fudge, touches of dark fruits. Rich flavor, on the sweet side, super smooth, bourbon, vanilla, oak, coffee, maple. Delicious! Overall, having split the cost, it was absolutely worth trying!",0.1178511301977579,0.9922
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Very dark beer, I would even say black. Coffee and chocolate flavors that are additionally enriched by dried fruit.",0.0,0.0
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,Extremely thick. Pours super dark. Very strong and bourbon notes. Very smooth and silky. Love it.,0.0,0.9179
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"By now have had 2016 and 2018 a number of times. It really is one of the best beers I've ever had, and deserving of the spot it sits at. Some hilariously off reviews here, but there you go.",0.0,0.4118
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"The color is pitch black, the head is beige, not stable. The beer is thick, the glass is decorated in yellow.

The aroma is very intense and very complex. Coffee, milk and dark chocolate, pumpernickel. After warming, notes of nougat and vanilla appear.

The beer is oily, thick, smooth on the tongue. Initially, the surprising sourness from coffee and roasted malts dominates. After a while, however, it fades into the background, revealing a chocolate fullness, with notes of coffee, nuts, vanilla, chocolate pudding, pralines. The alcohol is composed, almost imperceptible. Absolute RIS.",0.0,0.0785
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Bottle @ return of the an Aaron - an edition. Rating #3000.... Pours pitch oily black with a dark black head. Aroma has huge mounts of maple combined with Roch sweet Brazilian like coffee along with vanilla, chocolate, pancakes and fudge. Also some sweet barrel notes. This just smells insanely good. The coffee and the maple is in such a good synergy. The taste is very sweet with lots of maple along with some more roasted coffee, vanilla, savory soy and chocolate. Also some barrel sweetness which is peaking in the aftertaste. The body is smooth thick and full which is expected for a style like this. Overall this is a very very good beer. Not the best I've had but atleast among the best. Thanks bursprak and Niels for putting in the work to get this :)",0.0,0.9429
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,Reasonably average beer... don't understand why it got such good reviews,0.0,0.4404
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,Outstanding beer. B3 poured into a TG tulip. Heavy aroma of maple upon opening. Insane aroma. Most maple aroma I've ever experienced from a beer. Taste is very maple prominent with a slight metallic tinge on the coffee. That's the only flaw I could find in this beer. The tinge subdues as it warms but its still somewhat present. Mouthfeel is spot on. This is worth every bit of the hype.,0.0,0.653
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Silver wax with other crew at Pointe reyes coast, lots of other world-class impys & weed@: pours oily black opaque with dissipating foamy brown head. Mellow roasted, chocolate, toasted toffee, vanilla, maple syrup, mellow bourbon-like alcohol warmth. Almost thick body, syrupy smooth texture, moderate carbonation.",0.0,0.4588
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Perfect appearance.  Amazing maple nose, super thick, unbelievable maple 🍁 flavor.",0.0,0.9217
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Bottle busted out by an incredibly generous friend as the highlight of my ""leaving America"" bash back in the summer. It might be impossible to separate this beer from the hype, but I'll try. 

This is really something else. It's got a thick mouthfeel that coats the inside of your mouth but still somehow manages to not be oily, a hint of coffee, a big, bold blast of make syrup that adds a bit of sweetness and a lot of complexity, and a gigantic bourbon flavor that makes you think you've gotten to the stage of alcoholism that you are hiding booze in your coffee at work. It's a wonderful combination of flavors and textures, and I'd happily drink another bottle of this (even though I know I'll never even see another bottle of it).",0.0,0.9686
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Aroma: chocolate, vanilla, bourbone, wood. Very good!
Appearance: absolutely black with a small brown head.
Taste: chocolate, sweet, raosted malts, maple syrup, caramel. Very tasty and balanced!",0.0,0.7768
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"[Silver Wax 2016 - bottle no. 533] Wonderful aroma of maple syrup, coffee, barrel, Lindt pralines, chocolate-coated fruit, chocolate box. The aroma is so intense that thanks to it the taste gains great intensity. The barrel in the background gives a great aroma and taste after warming. In taste sweet syrup, moderately bitter, roasted notes and slightly sour coffee. After warming, the acidity disappears, and sweetness and the wonderful barrel in the background come to the fore. The taste is also so intense that it lingers in the mouth for a long time. The alcohol is well-placed, warms slightly in the esophagus, although it is very noble. The finish is wonderful, dessert-like and very long. A lot of body, full-bodied, oily, almost thick like syrup and incredibly intense. The aroma is wonderful, and the taste is close to perfect. The beer is simply brilliant.",0.055555555555555546,0.9935
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"This thing smells is beyond my comprehension. Maple - bourbon aroma so intense that you need to wash entire room after you drink it. Initially it was a bit sour which made me angry, but with some time it disappeared. It is just incredible. (-1 pt for sour coffee start)",0.0,-0.4818
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"Rami Rami is drinking a Kentucky Brunch (Silver Wax) (2016) by Toppling Goliath Brewing Co. at Saska Kępa

Awesome barrel-maple syrup aroma with a chocolate-coffee background. Very thick. Sheep-like in taste, a bit sharp, a bit sour. Aroma > taste

Rami Rami: Warm and after breathing, the taste improves even more. The sourness disappears

Rami Rami: This syrup is a bit too much for me ;) especially after a looooong breath
One of the most intensely aromatic beers I've ever had in my life",0.0,0.7927
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"PAKK 2017 - B3 no 332 - KBBS...an absolutely poetic and complex beer, joint rating 5.0. Wonderful freshly ground coffee, brownie, dark chocolate, licorice, maple syrup, vanilla, coconut, alcohol nobly warms the esophagus, oily with notes of bitter cocoa. The barrel is clearly marked although it does not dominate, it introduces a subtle and fabulous sweetness. In the unanimous opinion 5.0, for each of us the best beer in the style we have ever drunk. A wonder and a masterpiece, worth every penny.",0.0,0.96
Toppling Goliath Kentucky Brunch🇺🇸Stout - Imperial Flavored / Pastry,"July 22, 2017. Bottle shared, batch #3, thanks! 

Black with a minimal brown head. Aroma is rich, sweet and roasted with maple syrup, caramel, hints of vanilla, dark roast coffee, burnt wood, toasted coconut, a slight touch of bourbon.
Taste is intense with sweet malty notes and maple syrup, well balanced roasted bitterness. Full bodied, oily and creamy texture, smooth carbonation. Finish is slightly dry roasted with a woody feature, a touch of ash, roasted coffee coffee, sweet maple, caramel and hints of dried fruits. 

Great one.",0.140028008402801,0.9682
